Character,Frequency,Radical_position,Radical,Strokes
緩,5903,糸 120.9,糸,15
請,5904,言 149.8,言,15
崤,5905,山 46.8,山,11
澶,5906,水 85.13,水,16
甾,5907,田 102.3,田,8
欹,5908,欠 76.8,欠,12
瞽,5909,目 109.13,目,18
钇,5910,金 167.1,金,6
鹪,5911,鳥 196.12,鳥,17
鞔,5912,革 177.7,革,16
缡,5913,糸 120.10,糸,13
铯,5914,金 167.6,金,11
鲚,5915,魚 195.6,魚,14
組,5916,糸 120.5,糸,11
嘬,5917,口 30.12,口,15
庹,5918,广 53.8,广,11
渖,5919,水 85.8,水,11
湔,5920,水 85.9,水,12
玎,5921,玉 96.2,玉,6
锜,5922,金 167.8,金,13
锊,5923,金 167.7,金,12
舾,5924,舟 137.6,舟,12
籼,5925,米 119.3,米,9
阊,5926,門 169.8,門,11
祕,5927,示 113.5,示,9
猊,5928,犬 94.8,犬,11
燹,5929,火 86.14,火,18
葑,5930,艸 140.9,艸,12
蓼,5931,艸 140.11,艸,14
幛,5932,巾 50.11,巾,14
岣,5933,山 46.5,山,8
浼,5934,水 85.7,水,10
甯,5935,用 101.7,用,12
瑷,5936,玉 96.10,玉,14
敫,5937,攴 66.9,攴,13
钔,5938,金 167.3,金,8
钫,5939,金 167.4,金,9
锼,5940,金 167.9,金,14
锿,5941,金 167.9,金,14
癔,5942,疒 104.13,疒,18
穸,5943,穴 116.3,穴,8
褊,5944,衣 145.9,衣,14
蚍,5945,虫 142.4,虫,10
篦,5946,竹 118.10,竹,16
麇,5947,鹿 198.5,鹿,16
樘,5948,木 75.11,木,15
钯,5949,金 167.4,金,9
禇,5950,示 113.9,示,12
铒,5951,金 167.6,金,11
續,5952,糸 120.15,糸,21
莩,5953,艸 140.7,艸,10
嵯,5954,山 46.10,山,12
逭,5955,辵 162.8,辵,11
遄,5956,辵 162.9,辵,12
戗,5957,戈 62.4,戈,8
睃,5958,目 109.7,目,12
鮈,5959,魚 195.5,魚,16
瀣,5960,水 85.16,水,19
皴,5961,皮 107.7,皮,12
泮,5962,水 85.5,水,8
轫,5963,車 159.3,車,7
褰,5964,衣 145.10,衣,16
炱,5965,火 86.5,火,9
醍,5966,酉 164.9,酉,16
锱,5967,金 167.8,金,13
篁,5968,竹 118.9,竹,15
葚,5969,艸 140.9,艸,12
難,5970,隹 172.11,隹,19
矇,5971,目 109.14,目,18
驽,5972,馬 187.5,馬,8
辚,5973,車 159.12,車,16
睥,5974,目 109.8,目,13
鸺,5975,鳥 196.6,鳥,11
筇,5976,竹 118.6,竹,11
戥,5977,戈 62.9,戈,13
髀,5978,骨 188.8,骨,17
驺,5979,馬 187.5,馬,8
頸,5980,頁 181.7,頁,16
哙,5981,口 30.6,口,9
濞,5982,水 85.14,水,17
逄,5983,辵 162.6,辵,9
桤,5984,木 75.6,木,10
攵,5985,攴 66.0,攴,4
炻,5986,火 86.5,火,9
磙,5987,石 112.10,石,15
疳,5988,疒 104.5,疒,10
醭,5989,酉 164.12,酉,19
鳇,5990,魚 195.9,魚,17
鹮,5991,鳥 196.13,鳥,18
迓,5992,辵 162.4,辵,7
眇,5993,目 109.4,目,9
楮,5994,木 75.9,木,12
砜,5995,石 112.4,石,9
謝,5996,言 149.10,言,17
離,5997,隹 172.11,隹,18
約,5998,糸 120.3,糸,9
菘,5999,艸 140.8,艸,11
馇,6000,食 184.9,食,12
栌,6001,木 75.5,木,9
醐,6002,酉 164.9,酉,16
唢,6003,口 30.7,口,10
獍,6004,犬 94.11,犬,14
殳,6005,殳 79.0,殳,4
仡,6006,人 9.3,人,5
軟,6007,車 159.4,車,11
刿,6008,刀 18.6,刀,8
葜,6009,艸 140.9,艸,12
薅,6010,艸 140.13,艸,16
湓,6011,水 85.9,水,12
搴,6012,手 64.10,手,14
尕,6013,小 42.2,小,5
磴,6014,石 112.12,石,17
锝,6015,金 167.8,金,13
镅,6016,金 167.9,金,14
艚,6017,舟 137.11,舟,17
殄,6018,歹 78.5,歹,9
暝,6019,日 72.10,日,14
祢,6020,示 113.5,示,9
豉,6021,豆 151.4,豆,11
垴,6022,土 32.6,土,9
維,6023,糸 120.8,糸,14
瓿,6024,瓦 98.8,瓦,12
煺,6025,火 86.9,火,13
蟥,6026,虫 142.12,虫,17
蹀,6027,足 157.9,足,16
門,6028,門 169.0,門,8
黼,6029,黹 204.7,黹,19
氙,6030,气 84.3,气,7
铑,6031,金 167.6,金,11
積,6032,禾 115.11,禾,16
線,6033,糸 120.9,糸,15
蒡,6034,艸 140.10,艸,13
杪,6035,木 75.4,木,8
肜,6036,肉 130.3,肉,7
膂,6037,肉 130.10,肉,14
砬,6038,石 112.5,石,10
硭,6039,石 112.7,石,11
酽,6040,酉 164.7,酉,14
踟,6041,足 157.8,足,15
鲷,6042,魚 195.8,魚,16
蒴,6043,艸 140.10,艸,13
藁,6044,艸 140.14,艸,17
猡,6045,犬 94.8,犬,11
旒,6046,方 70.9,方,13
硇,6047,石 112.6,石,11
锍,6048,金 167.7,金,12
鞲,6049,革 177.10,革,19
哿,6050,口 30.7,口,10
皤,6051,白 106.12,白,17
哏,6052,口 30.6,口,9
殍,6053,歹 78.7,歹,11
漯,6054,水 85.11,水,14
確,6055,石 112.10,石,15
織,6056,糸 120.12,糸,18
連,6057,辵 162.7,辵,10
谂,6058,言 149.8,言,10
跶,6059,足 157.6,足,13
橥,6060,木 75.11,木,15
镬,6061,金 167.13,金,18
鸲,6062,鳥 196.5,鳥,10
姝,6063,女 38.6,女,9
茭,6064,艸 140.6,艸,9
窆,6065,穴 116.5,穴,9
髟,6066,髟 190.0,髟,10
畋,6067,田 102.4,田,9
溏,6068,水 85.10,水,13
鲔,6069,魚 195.6,魚,14
顯,6070,頁 181.14,頁,23
喹,6071,口 30.9,口,12
紹,6072,糸 120.5,糸,11
吣,6073,口 30.4,口,7
羼,6074,羊 123.15,羊,21
缧,6075,糸 120.11,糸,14
窬,6076,穴 116.9,穴,14
骘,6077,馬 187.9,馬,12
赉,6078,貝 154.7,貝,11
镓,6079,金 167.10,金,15
邳,6080,邑 163.5,邑,7
璩,6081,玉 96.13,玉,17
鸸,6082,鳥 196.6,鳥,11
涠,6083,水 85.7,水,10
溲,6084,水 85.10,水,12
孥,6085,子 39.5,子,8
敉,6086,攴 66.6,攴,10
筌,6087,竹 118.6,竹,12
䜣,6088,言 149.4,言,6
義,6089,羊 123.7,羊,13
衛,6090,行 144.9,行,15
響,6091,音 180.11,音,20
蹓,6092,足 157.10,足,17
垓,6093,土 32.6,土,9
苒,6094,艸 140.5,艸,8
荸,6095,艸 140.7,艸,10
甓,6096,瓦 98.13,瓦,17
锪,6097,金 167.8,金,13
镄,6098,金 167.9,金,14
脔,6099,肉 130.6,肉,12
艟,6100,舟 137.12,舟,18
選,6101,辵 162.12,辵,15
達,6102,辵 162.9,辵,12
眬,6103,目 109.5,目,10
彘,6104,彐 58.9,彐,12
檠,6105,木 75.13,木,16
胩,6106,肉 130.5,肉,9
旄,6107,方 70.6,方,10
祆,6108,示 113.4,示,8
伛,6109,人 9.4,人,6
鲥,6110,魚 195.7,魚,15
荦,6111,艸 140.6,艸,9
暾,6112,日 72.12,日,16
脈,6113,肉 130.6,肉,10
納,6114,糸 120.4,糸,10
缌,6115,糸 120.9,糸,12
飏,6116,風 182.9,風,7
锞,6117,金 167.8,金,13
趵,6118,足 157.3,足,10
跖,6119,足 157.5,足,12
跬,6120,足 157.6,足,13
僬,6121,人 9.12,人,14
皲,6122,皮 107.6,皮,11
翥,6123,羽 124.9,羽,14
祎,6124,示 113.4,示,8
貢,6125,貝 154.3,貝,10
習,6126,羽 124.5,羽,11
閉,6127,門 169.3,門,11
芴,6128,艸 140.4,艸,7
菰,6129,艸 140.8,艸,11
眙,6130,目 109.5,目,10
锓,6131,金 167.7,金,12
訾,6132,言 149.5,言,13
莳,6133,艸 140.7,艸,10
菪,6134,艸 140.8,艸,11
槠,6135,木 75.10,木,14
榍,6136,木 75.10,木,14
俜,6137,人 9.7,人,9
觚,6138,角 148.5,角,12
撄,6139,手 64.11,手,14
嵫,6140,山 46.10,山,12
桴,6141,木 75.7,木,11
晡,6142,日 72.7,日,11
爨,6143,火 86.25,火,30
悫,6144,心 61.7,心,11
锇,6145,金 167.7,金,12
锖,6146,金 167.8,金,13
锘,6147,金 167.8,金,13
蝾,6148,虫 142.9,虫,15
糌,6149,米 119.9,米,15
柙,6150,木 75.5,木,9
滹,6151,水 85.11,水,14
睚,6152,目 109.8,目,13
辦,6153,辛 160.9,辛,16
莨,6154,艸 140.7,艸,10
尻,6155,尸 44.2,尸,5
罨,6156,网 122.8,网,13
锔,6157,金 167.7,金,12
筲,6158,竹 118.7,竹,13
妣,6159,女 38.4,女,7
砘,6160,石 112.4,石,9
谳,6161,言 149.13,言,15
钽,6162,金 167.5,金,10
鈤,6163,金 167.4,金,12
脹,6164,肉 130.8,肉,12
遺,6165,辵 162.12,辵,15
鄹,6166,邑 163.14,邑,16
菡,6167,艸 140.8,艸,11
崦,6168,山 46.8,山,11
狺,6169,犬 94.7,犬,10
杌,6170,木 75.3,木,7
秭,6171,禾 115.5,禾,9
舯,6172,舟 137.4,舟,10
豇,6173,豆 151.3,豆,10
鲵,6174,魚 195.8,魚,16
蘧,6175,艸 140.17,艸,19
阚,6176,門 169.11,門,14
悝,6177,心 61.7,心,10
铌,6178,金 167.5,金,10
預,6179,頁 181.4,頁,13
缑,6180,糸 120.9,糸,12
瑗,6181,玉 96.9,玉,13
椹,6182,木 75.9,木,13
旰,6183,日 72.3,日,7
魆,6184,鬼 194.5,鬼,14
蓍,6185,艸 140.10,艸,13
蕹,6186,艸 140.13,艸,16
岜,6187,山 46.4,山,7
钐,6188,金 167.3,金,8
锬,6189,金 167.8,金,13
镪,6190,金 167.12,金,17
绡,6191,糸 120.7,糸,10
檎,6192,木 75.13,木,16
穀,6193,禾 115.10,禾,15
茕,6194,艸 140.5,艸,8
話,6195,言 149.6,言,13
縮,6196,糸 120.11,糸,17
顧,6197,頁 181.12,頁,21
荈,6198,艸 140.6,艸,9
侉,6199,人 9.6,人,8
渫,6200,水 85.9,水,12
辂,6201,車 159.6,車,10
欷,6202,欠 76.7,欠,11
轾,6203,車 159.6,車,10
麴,6204,麥 199.8,麥,19
戢,6205,戈 62.9,戈,12
趼,6206,足 157.6,足,11
誤,6207,言 149.7,言,14
芈,6208,羊 123.1,羊,7
苈,6209,艸 140.4,艸,7
缍,6210,糸 120.8,糸,11
歃,6211,欠 76.9,欠,13
燠,6212,火 86.13,火,16
耜,6213,耒 127.5,耒,11
顸,6214,干 51.6,干,9
蚵,6215,虫 142.5,虫,11
哓,6216,口 30.6,口,9
澌,6217,水 85.12,水,15
郜,6218,邑 163.7,邑,9
徼,6219,彳 60.13,彳,16
籀,6220,竹 118.13,竹,19
陬,6221,阜 170.8,阜,10
蕤,6222,艸 140.12,艸,15
叻,6223,口 30.2,口,5
猞,6224,犬 94.8,犬,11
洇,6225,水 85.6,水,9
锎,6226,金 167.7,金,12
舳,6227,舟 137.5,舟,11
缋,6228,糸 120.9,糸,12
镗,6229,金 167.11,金,16
褙,6230,衣 145.9,衣,14
耋,6231,老 125.6,老,12
聬,6232,耳 128.10,耳,16
鳡,6233,魚 195.13,魚,21
鲌,6234,魚 195.5,魚,13
鰽,6235,魚 195.11,魚,22
筆,6236,竹 118.6,竹,12
簡,6237,竹 118.12,竹,18
計,6238,言 149.2,言,9
語,6239,言 149.7,言,14
謂,6240,言 149.9,言,16
袴,6241,衣 145.6,衣,11
巯,6242,工 48.9,工,12
吖,6243,口 30.3,口,6
猁,6244,犬 94.7,犬,10
桷,6245,木 75.7,木,11
砼,6246,石 112.5,石,10
锾,6247,金 167.9,金,14
颟,6248,頁 181.10,頁,16
跽,6249,足 157.7,足,14
悛,6250,心 61.7,心,10
桕,6251,木 75.6,木,10
艨,6252,舟 137.14,舟,19
颡,6253,頁 181.10,頁,16
髹,6254,髟 190.6,髟,16
桫,6255,木 75.7,木,11
鬆,6256,髟 190.8,髟,18
練,6257,糸 120.9,糸,15
總,6258,糸 120.11,糸,17
膽,6259,肉 130.13,肉,17
貝,6260,貝 154.0,貝,7
葸,6261,艸 140.9,艸,12
屣,6262,尸 44.11,尸,14
獒,6263,犬 94.11,犬,14
瘌,6264,疒 104.9,疒,14
佴,6265,人 9.6,人,8
锫,6266,金 167.8,金,13
隰,6267,阜 170.14,阜,16
醌,6268,酉 164.8,酉,15
萬,6269,艸 140.9,艸,12
矯,6270,矢 111.12,矢,17
鰕,6271,魚 195.9,魚,20
岽,6272,山 46.5,山,8
昃,6273,日 72.4,日,8
螓,6274,虫 142.10,虫,16
垧,6275,土 32.6,土,9
廨,6276,广 53.13,广,16
骺,6277,骨 188.6,骨,15
黥,6278,黑 203.8,黑,20
豳,6279,豕 152.10,豕,17
議,6280,言 149.13,言,20
絡,6281,糸 120.6,糸,12
護,6282,言 149.14,言,20
釋,6283,釆 165.13,釆,20
隨,6284,阜 170.13,阜,14
荑,6285,艸 140.6,艸,9
莶,6286,艸 140.7,艸,10
蓊,6287,艸 140.10,艸,13
揎,6288,手 64.9,手,12
娈,6289,女 38.6,女,9
嫜,6290,女 38.11,女,14
毽,6291,毛 82.9,毛,12
砑,6292,石 112.4,石,9
碶,6293,石 112.9,石,14
剀,6294,刀 18.6,刀,8
薷,6295,艸 140.14,艸,17
怃,6296,心 61.5,心,7
怿,6297,心 61.5,心,8
骐,6298,馬 187.8,馬,11
腧,6299,肉 130.9,肉,13
霈,6300,雨 173.7,雨,15
蝻,6301,虫 142.9,虫,15
鵰,6302,鳥 196.8,鳥,19
讀,6303,言 149.15,言,22
墼,6304,土 32.13,土,16
坩,6305,土 32.5,土,8
甏,6306,瓦 98.12,瓦,16
鹇,6307,鳥 196.7,鳥,12
鹣,6308,鳥 196.10,鳥,15
舴,6309,舟 137.5,舟,11
鲭,6310,魚 195.8,魚,16
傺,6311,人 9.11,人,13
枘,6312,木 75.4,木,8
秕,6313,禾 115.4,禾,9
糨,6314,米 119.11,米,18
忉,6315,心 61.2,心,5
磲,6316,石 112.12,石,16
顒,6317,頁 181.9,頁,18
蟲,6318,虫 142.12,虫,18
訓,6319,言 149.3,言,10
侑,6320,人 9.6,人,8
萁,6321,艸 140.8,艸,11
葳,6322,艸 140.9,艸,12
呙,6323,口 30.4,口,7
鹋,6324,鳥 196.9,鳥,13
貘,6325,豸 153.11,豸,17
葶,6326,艸 140.9,艸,12
枨,6327,木 75.4,木,8
棹,6328,木 75.8,木,12
纛,6329,糸 120.19,糸,25
籤,6330,竹 118.17,竹,23
規,6331,見 147.4,見,11
資,6332,貝 154.6,貝,13
嶷,6333,山 46.14,山,17
妁,6334,女 38.3,女,6
杩,6335,木 75.3,木,7
鹛,6336,鳥 196.9,鳥,14
羝,6337,羊 123.5,羊,11
骖,6338,馬 187.8,馬,11
祧,6339,示 113.6,示,10
給,6340,糸 120.6,糸,12
淠,6341,水 85.8,水,11
畎,6342,田 102.4,田,9
箨,6343,竹 118.8,竹,14
鳐,6344,魚 195.10,魚,18
識,6345,言 149.12,言,19
遠,6346,辵 162.10,辵,13
谿,6347,谷 150.10,谷,17
剡,6348,刀 18.8,刀,10
吲,6349,口 30.4,口,7
嫫,6350,女 38.11,女,13
戽,6351,戶 63.4,戶,8
糗,6352,米 119.10,米,16
鸮,6353,鳥 196.5,鳥,10
蕰,6354,艸 140.12,艸,15
坼,6355,土 32.5,土,8
璺,6356,玉 96.14,玉,20
栊,6357,木 75.5,木,9
镝,6358,金 167.11,金,16
疔,6359,疒 104.2,疒,7
瘰,6360,疒 104.11,疒,16
谮,6361,言 149.12,言,14
辋,6362,車 159.8,車,12
碥,6363,石 112.9,石,14
豂,6364,谷 150.11,谷,18
竅,6365,穴 116.13,穴,18
讓,6366,言 149.17,言,24
黒,6367,黑 203.0,黑,11
劂,6368,刀 18.12,刀,14
潋,6369,水 85.11,水,14
孓,6370,子 39.0,子,3
螋,6371,虫 142.10,虫,15
鲳,6372,魚 195.8,魚,16
铙,6373,金 167.6,金,11
塄,6374,土 32.9,土,12
萆,6375,艸 140.8,艸,11
碲,6376,石 112.9,石,14
粋,6377,米 119.4,米,10
纻,6378,糸 120.4,糸,7
沭,6379,水 85.5,水,8
祏,6380,示 113.5,示,9
電,6381,雨 173.5,雨,13
鱲,6382,魚 195.15,魚,26
頻,6383,頁 181.7,頁,16
設,6384,言 149.4,言,11
試,6385,言 149.6,言,13
項,6386,頁 181.3,頁,12
鄩,6387,邑 163.12,邑,14
鱖,6388,魚 195.12,魚,23
鱧,6389,魚 195.13,魚,24
怍,6390,心 61.5,心,8
糍,6391,米 119.9,米,15
鸻,6392,鳥 196.6,鳥,11
仵,6393,人 9.4,人,6
柰,6394,木 75.5,木,9
棼,6395,木 75.8,木,12
氇,6396,毛 82.12,毛,16
氆,6397,毛 82.12,毛,16
烀,6398,火 86.5,火,9
镔,6399,金 167.10,金,15
珉,6400,玉 96.5,玉,9
鞬,6401,革 177.9,革,17
範,6402,竹 118.9,竹,15
膠,6403,肉 130.11,肉,15
眾,6404,目 109.6,目,11
鶇,6405,鳥 196.8,鳥,19
囝,6406,囗 31.3,囗,6
犴,6407,犬 94.3,犬,6
镠,6408,金 167.11,金,16
觇,6409,見 147.5,見,9
钆,6410,金 167.1,金,6
蚺,6411,虫 142.5,虫,11
蝓,6412,虫 142.9,虫,15
趑,6413,走 156.6,走,13
貔,6414,豸 153.10,豸,17
躞,6415,足 157.17,足,24
氽,6416,人 9.4,人,6
绂,6417,糸 120.5,糸,8
栲,6418,木 75.6,木,10
鹎,6419,鳥 196.8,鳥,13
襻,6420,衣 145.19,衣,24
蓚,6421,艸 140.10,艸,12
貪,6422,貝 154.4,貝,11
祓,6423,示 113.5,示,9
繼,6424,糸 120.14,糸,20
脫,6425,肉 130.7,肉,11
郿,6426,邑 163.9,邑,11
骝,6427,馬 187.10,馬,13
檫,6428,木 75.14,木,18
砟,6429,石 112.5,石,10
蝰,6430,虫 142.9,虫,15
猱,6431,犬 94.9,犬,12
缵,6432,糸 120.16,糸,19
沔,6433,水 85.4,水,7
彖,6434,彐 58.6,彐,9
黻,6435,黹 204.5,黹,17
眢,6436,目 109.5,目,10
車,6437,車 159.0,車,7
陳,6438,阜 170.8,阜,10
雜,6439,隹 172.10,隹,18
驚,6440,馬 187.13,馬,22
龍,6441,龍 212.0,龍,16
鮠,6442,魚 195.6,魚,17
茛,6443,艸 140.6,艸,9
蕈,6444,艸 140.12,艸,15
骀,6445,馬 187.5,馬,8
樨,6446,木 75.11,木,16
昝,6447,日 72.5,日,9
餂,6448,食 184.6,食,14
镎,6449,金 167.10,金,15
酡,6450,酉 164.5,酉,12
鳜,6451,魚 195.12,魚,20
觋,6452,見 147.7,見,11
礅,6453,石 112.12,石,17
垆,6454,土 32.5,土,8
坻,6455,土 32.5,土,8
荇,6456,艸 140.6,艸,9
扃,6457,戶 63.5,戶,9
磻,6458,石 112.12,石,17
郗,6459,邑 163.7,邑,9
阇,6460,門 169.9,門,11
腈,6461,肉 130.8,肉,12
铈,6462,金 167.5,金,10
臥,6463,臣 131.2,臣,8
顱,6464,頁 181.16,頁,25
級,6465,糸 120.4,糸,9
階,6466,阜 170.9,阜,11
顟,6467,頁 181.11,頁,20
衖,6468,行 144.6,行,12
珙,6469,玉 96.6,玉,10
襞,6470,衣 145.13,衣,19
劁,6471,刀 18.12,刀,14
隈,6472,阜 170.9,阜,11
胬,6473,肉 130.5,肉,11
纮,6474,糸 120.4,糸,7
翙,6475,羽 124.6,羽,12
茀,6476,艸 140.5,艸,8
荜,6477,艸 140.6,艸,9
溱,6478,水 85.10,水,13
酤,6479,酉 164.5,酉,12
腳,6480,肉 130.9,肉,13
記,6481,言 149.3,言,10
許,6482,言 149.4,言,11
錯,6483,金 167.8,金,16
鱇,6484,魚 195.11,魚,22
圯,6485,土 32.3,土,6
柽,6486,木 75.5,木,9
瞀,6487,目 109.9,目,14
铖,6488,金 167.6,金,11
粞,6489,米 119.6,米,12
撙,6490,手 64.12,手,15
铊,6491,金 167.5,金,10
圹,6492,土 32.3,土,6
菝,6493,艸 140.8,艸,11
迴,6494,辵 162.6,辵,9
岙,6495,山 46.4,山,7
漶,6496,水 85.11,水,14
缏,6497,糸 120.9,糸,12
貊,6498,豸 153.6,豸,13
粫,6499,米 119.6,米,12
徂,6500,彳 60.5,彳,8
洎,6501,水 85.6,水,9
礌,6502,石 112.13,石,18
膿,6503,肉 130.13,肉,17
葉,6504,艸 140.9,艸,12
險,6505,阜 170.13,阜,15
雙,6506,隹 172.10,隹,18
餘,6507,食 184.7,食,15
邠,6508,邑 163.4,邑,6
邽,6509,邑 163.6,邑,8
溽,6510,水 85.10,水,13
棰,6511,木 75.8,木,12
舭,6512,舟 137.4,舟,10
艋,6513,舟 137.8,舟,14
靜,6514,青 174.8,青,16
聱,6515,耳 128.11,耳,16
尢,6516,尢 43.0,尢,3
藚,6517,艸 140.15,艸,18
佾,6518,人 9.6,人,8
蕻,6519,艸 140.13,艸,16
狁,6520,犬 94.4,犬,7
绁,6521,糸 120.5,糸,8
牾,6522,牛 93.7,牛,11
慝,6523,心 61.11,心,14
蜱,6524,虫 142.8,虫,14
鬘,6525,髟 190.11,髟,21
膚,6526,肉 130.11,肉,15
虧,6527,虍 141.11,虍,17
邊,6528,辵 162.15,辵,18
髮,6529,髟 190.5,髟,15
埚,6530,土 32.7,土,10
堙,6531,土 32.9,土,12
菥,6532,艸 140.8,艸,11
萏,6533,艸 140.8,艸,11
玟,6534,玉 96.4,玉,8
椟,6535,木 75.8,木,12
铗,6536,金 167.6,金,11
颙,6537,頁 181.9,頁,15
踬,6538,足 157.8,足,15
筚,6539,竹 118.6,竹,12
矻,6540,石 112.3,石,8
搠,6541,手 64.10,手,13
圉,6542,囗 31.8,囗,11
浍,6543,水 85.6,水,9
閱,6544,門 169.7,門,15
蛸,6545,虫 142.7,虫,13
礎,6546,石 112.13,石,18
討,6547,言 149.3,言,10
鎮,6548,金 167.10,金,18
鮊,6549,魚 195.5,魚,16
芘,6550,艸 140.4,艸,7
萜,6551,艸 140.8,艸,11
鄗,6552,邑 163.10,邑,12
惝,6553,心 61.8,心,11
毵,6554,毛 82.8,毛,12
鲽,6555,魚 195.9,魚,17
酞,6556,酉 164.4,酉,11
絕,6557,糸 120.6,糸,12
哚,6558,口 30.6,口,9
溷,6559,水 85.10,水,13
缞,6560,糸 120.10,糸,13
踰,6561,足 157.9,足,16
搦,6562,手 64.10,手,13
帻,6563,巾 50.8,巾,11
铦,6564,金 167.6,金,11
鲴,6565,魚 195.8,魚,16
髫,6566,髟 190.5,髟,15
盡,6567,皿 108.9,皿,14
蓋,6568,艸 140.10,艸,13
製,6569,衣 145.8,衣,14
載,6570,車 159.6,車,13
週,6571,辵 162.8,辵,11
陸,6572,阜 170.8,阜,10
醡,6573,酉 164.10,酉,17
儇,6574,人 9.13,人,15
狴,6575,犬 94.7,犬,10
迮,6576,辵 162.5,辵,8
鍬,6577,金 167.9,金,17
趱,6578,走 156.16,走,23
椠,6579,木 75.8,木,12
赟,6580,貝 154.12,貝,16
陔,6581,阜 170.6,阜,8
坌,6582,土 32.4,土,7
悃,6583,心 61.7,心,10
塍,6584,土 32.10,土,13
疬,6585,疒 104.4,疒,9
麈,6586,鹿 198.5,鹿,16
絜,6587,糸 120.6,糸,12
脩,6588,肉 130.7,肉,10
赒,6589,貝 154.8,貝,12
埒,6590,土 32.7,土,10
镡,6591,金 167.12,金,17
镨,6592,金 167.12,金,17
骎,6593,馬 187.7,馬,10
骙,6594,馬 187.9,馬,12
薑,6595,艸 140.13,艸,16
鼩,6596,鼠 208.5,鼠,18
雰,6597,雨 173.4,雨,12
穩,6598,禾 115.14,禾,19
藴,6599,艸 140.15,艸,18
責,6600,貝 154.4,貝,11
鮮,6601,魚 195.6,魚,17
鳑,6602,魚 195.10,魚,18
豨,6603,豕 152.7,豕,14
琚,6604,玉 96.8,玉,12
觫,6605,角 148.7,角,14
鲦,6606,魚 195.7,魚,15
刳,6607,刀 18.6,刀,8
拶,6608,手 64.6,手,9
掊,6609,手 64.8,手,11
泐,6610,水 85.5,水,7
瘗,6611,疒 104.9,疒,14
雩,6612,雨 173.3,雨,11
麿,6613,麻 200.7,麻,17
檗,6614,木 75.13,木,17
鼂,6615,黽 205.5,黽,18
詳,6616,言 149.6,言,13
際,6617,阜 170.11,阜,13
褔,6618,衣 145.9,衣,14
铟,6619,金 167.6,金,11
聽,6620,耳 128.16,耳,22
觸,6621,角 148.13,角,20
靈,6622,雨 173.16,雨,24
鲏,6623,魚 195.5,魚,13
蒗,6624,艸 140.10,艸,13
魟,6625,魚 195.3,魚,14
遹,6626,辵 162.12,辵,15
攴,6627,攴 66.0,攴,4
蝥,6628,虫 142.9,虫,15
茆,6629,艸 140.5,艸,8
蓁,6630,艸 140.10,艸,13
嚆,6631,口 30.14,口,16
忮,6632,心 61.4,心,7
篌,6633,竹 118.9,竹,15
菧,6634,艸 140.8,艸,11
卺,6635,卩 26.6,卩,8
郫,6636,邑 163.8,邑,10
篠,6637,竹 118.10,竹,16
複,6638,衣 145.9,衣,14
該,6639,言 149.6,言,13
貴,6640,貝 154.5,貝,12
辯,6641,辛 160.14,辛,21
飛,6642,飛 183.0,飛,9
犰,6643,犬 94.2,犬,5
狳,6644,犬 94.7,犬,10
陠,6645,阜 170.7,阜,9
蹁,6646,足 157.9,足,16
蓐,6647,艸 140.10,艸,13
稜,6648,禾 115.8,禾,13
菃,6649,艸 140.8,艸,10
埝,6650,土 32.8,土,11
蕞,6651,艸 140.12,艸,15
喈,6652,口 30.9,口,12
戋,6653,戈 62.1,戈,5
赙,6654,貝 154.10,貝,14
磉,6655,石 112.10,石,15
郤,6656,邑 163.7,邑,9
聍,6657,耳 128.5,耳,11
铷,6658,金 167.6,金,11
硏,6659,石 112.6,石,11
腘,6660,肉 130.11,肉,12
興,6661,臼 134.9,臼,16
雞,6662,隹 172.10,隹,18
鬱,6663,鬯 192.19,鬯,29
鳴,6664,鳥 196.3,鳥,14
麥,6665,麥 199.0,麥,11
鮟,6666,魚 195.6,魚,17
鳈,6667,魚 195.9,魚,17
秾,6668,禾 115.13,禾,11
邗,6669,邑 163.3,邑,5
釐,6670,里 166.11,里,18
矧,6671,矢 111.4,矢,9
舁,6672,臼 134.4,臼,9
貅,6673,豸 153.6,豸,13
瞇,6674,目 109.10,目,14
骢,6675,馬 187.11,馬,14
阼,6676,阜 170.5,阜,7
垸,6677,土 32.7,土,10
墁,6678,土 32.11,土,14
攮,6679,手 64.22,手,25
柝,6680,木 75.5,木,9
梃,6681,木 75.7,木,10
眚,6682,目 109.5,目,10
箜,6683,竹 118.8,竹,14
簏,6684,竹 118.11,竹,17
綮,6685,糸 120.8,糸,14
鲩,6686,魚 195.7,魚,15
諡,6687,言 149.9,言,16
茇,6688,艸 140.5,艸,8
摅,6689,手 64.10,手,13
顐,6690,頁 181.9,頁,18
蜾,6691,虫 142.8,虫,14
龂,6692,齒 211.4,齒,12
䦟,6693,門 169.7,門,15
臍,6694,肉 130.14,肉,18
膩,6695,肉 130.12,肉,16
諸,6696,言 149.9,言,15
讉,6697,言 149.16,言,22
鎯,6698,金 167.10,金,16
脒,6699,肉 130.6,肉,10
箬,6700,竹 118.9,竹,14
鲻,6701,魚 195.8,魚,16
埸,6702,土 32.8,土,11
颃,6703,頁 181.4,頁,10
蒹,6704,艸 140.10,艸,13
瞍,6705,目 109.10,目,14
铫,6706,金 167.6,金,11
蒐,6707,艸 140.10,艸,12
蹻,6708,足 157.12,足,19
幞,6709,巾 50.12,巾,15
阯,6710,阜 170.4,阜,6
觏,6711,見 147.10,見,14
媵,6712,女 38.10,女,13
